,Unnamed: 0,Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
10009,10010,C_CND_010011,2020-12-18,Yitty,Male,1405000,U-Haul CO,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21501,78758-7841,Hatchback,7123584,Austin
10010,10011,C_CND_010012,2020-12-18,Yocheved,Male,1290000,Buddy Storbeck's Diesel Service Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,06457-3834,SUV,8454242,Middletown
10011,10012,C_CND_010013,2020-12-18,Liam,Male,1900000,Iceberg Rentals,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26001,53546-9427,Sedan,7964216,Janesville
10012,10013,C_CND_010014,2020-12-18,Lipa,Male,1480000,McKinney Dodge Chrysler Jeep,Volvo,S80,Overhead Camshaft,Manual,Pale White,21001,85257-3102,Sedan,6649186,Scottsdale
10013,10014,C_CND_010015,2020-12-18,Logan,Female,2200000,Motor Vehicle Branch Office,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,78758-7841,Passenger,7860489,Austin
10014,10015,C_CND_010016,2020-12-18,Lorenzo,Male,760000,Nebo Chevrolet,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,06457-3834,Hatchback,7218526,Middletown
10015,10016,C_CND_010017,2020-12-18,Louis,Male,2635000,New Castle Ford Lincoln Mercury,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17501,60504-7114,Passenger,6855620,Aurora
10016,10017,C_CND_010018,2020-12-18,Rebecca,Male,566000,Scrivener Performance Engineering,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,38701-8047,Hardtop,8835576,Greenville
10017,10018,C_CND_010019,2020-12-18,Lucas,Male,400000,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Town car,Overhead Camshaft,Manual,Black,17001,99301-3882,Hatchback,8917197,Pasco
10018,10019,C_CND_010020,2020-12-18,Alisson,Male,1785000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9500,85257-3102,Hatchback,6975469,Scottsdale
10019,10020,C_CND_010021,2020-12-18,Aliyah,Male,13500,Motor Vehicle Branch Office,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54001,78758-7841,SUV,7282176,Austin
10020,10021,C_CND_010022,2020-12-18,Allison,Male,1315000,Nebo Chevrolet,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46501,06457-3834,Sedan,6783802,Middletown
10021,10022,C_CND_010023,2020-12-18,Allyson,Male,13500,New Castle Ford Lincoln Mercury,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37001,60504-7114,Hatchback,8980323,Aurora
10022,10023,C_CND_010024,2020-12-18,Alondra,Female,13500,Pars Auto Sales,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13001,38701-8047,Passenger,7559870,Greenville
10023,10024,C_CND_010025,2020-12-18,Alyson,Male,1210000,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,99301-3882,Sedan,8137099,Pasco
10024,10025,C_CND_010026,2020-12-18,Alyssa,Male,1275000,Progressive Shippers Cooperative Association No,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13500,53546-9427,SUV,7865493,Janesville
10025,10026,C_CND_010027,2020-12-18,Brandon,Male,13500,Pars Auto Sales,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,38701-8047,SUV,7141602,Greenville
10026,10027,C_CND_010028,2020-12-18,Brayden,Male,1029000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42900,99301-3882,Passenger,6566654,Pasco
10027,10028,C_CND_010029,2020-12-18,Brendan,Male,1758000,Progressive Shippers Cooperative Association No,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,39800,53546-9427,SUV,7811923,Janesville
10028,10029,C_CND_010030,2020-12-18,Brian,Male,13500,Rabun Used Car Sales,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000,85257-3102,Sedan,8090619,Scottsdale
10029,10030,C_CND_010031,2020-12-18,Brody,Male,13500,Race Car Help,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Hatchback,7996963,Austin
10030,10031,C_CND_010032,2020-12-18,Bryan,Female,13500,Ryder Truck Rental and Leasing,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,06457-3834,Sedan,8858865,Middletown
10031,10032,C_CND_010033,2020-12-18,Bryce,Male,700000,Saab-Belle Dodge,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,60504-7114,Hatchback,7656995,Aurora
10032,10033,C_CND_010034,2020-12-18,Mathilde,Male,1715000,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21500,53546-9427,Hardtop,6281438,Janesville
10033,10034,C_CND_010035,2020-12-18,Samuel,Male,1555000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16500,06457-3834,SUV,6331191,Austin
10034,10035,C_CND_010036,2020-12-18,Savion,Female,13500,C & M Motors Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,60504-7114,SUV,7305918,Middletown
10035,10036,C_CND_010037,2020-12-18,Irlande,Male,13500,Race Car Help,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Hardtop,8827941,Austin
10036,10037,C_CND_010038,2020-12-18,Sebastian,Male,870000,Chrysler of Tri-Cities,Lexus,GS400,Overhead Camshaft,Manual,Black,53000,99301-3882,Hatchback,8457967,Greenville
10037,10038,C_CND_010039,2020-12-18,Seth,Male,470000,Chrysler Plymouth,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,53546-9427,SUV,7872248,Pasco
10038,10039,C_CND_010040,2020-12-18,Sincere,Male,1750000,Classic Chevy,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,SUV,7292326,Janesville
10039,10040,C_CND_010041,2020-12-19,Zissy,Male,13500,C & M Motors Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45001,60504-7114,Passenger,7330245,Aurora
10040,10041,C_CND_010042,2020-12-19,Zoe,Male,3207000,Capitol KIA,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25701,38701-8047,Hatchback,6853537,Greenville
10041,10042,C_CND_010043,2020-12-19,Zoey,Male,13500,Chrysler of Tri-Cities,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,99301-3882,Sedan,7055639,Pasco
10042,10043,C_CND_010044,2020-12-19,Aarav,Male,880000,Chrysler Plymouth,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001,53546-9427,Passenger,7712553,Janesville
10043,10044,C_CND_010045,2020-12-19,Aaron,Male,1920000,Classic Chevy,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,85257-3102,Hatchback,6867303,Austin
10044,10045,C_CND_010046,2020-12-19,Abdul,Male,1301000,Clay Johnson Auto Sales,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16101,78758-7841,Hatchback,8422078,Austin
10045,10046,C_CND_010047,2020-12-19,Abdullah,Male,13500,Diehl Motor CO Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,06457-3834,Sedan,6788086,Middletown
10046,10047,C_CND_010048,2020-12-19,Adam,Male,13500,Enterprise Rent A Car,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57001,60504-7114,SUV,6229057,Aurora
10047,10048,C_CND_010049,2020-12-19,Aditya,Male,2570000,Gartner Buick Hyundai Saab,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,38701-8047,Hatchback,7972617,Greenville
10048,10049,C_CND_010050,2020-12-19,Adrian,Female,1800000,Hatfield Volkswagen,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,99301-3882,SUV,7877389,Pasco
10049,10050,C_CND_010051,2020-12-19,Ahmed,Male,13500,Iceberg Rentals,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,53546-9427,SUV,8306816,Janesville
10050,10051,C_CND_010052,2020-12-19,Aidan,Male,13500,McKinney Dodge Chrysler Jeep,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28001,85257-3102,Hatchback,6152830,Scottsdale
10051,10052,C_CND_010053,2020-12-19,Aiden,Female,1450000,Motor Vehicle Branch Office,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16001,78758-7841,SUV,6632694,Austin
10052,10053,C_CND_010054,2020-12-19,Alan,Male,2550000,Nebo Chevrolet,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,06457-3834,Hatchback,8589275,Middletown
10053,10054,C_CND_010055,2020-12-19,Rifky,Male,805000,Tri-State Mack Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,85257-3102,Hardtop,8710000,Austin
10054,10055,C_CND_010056,2020-12-19,Lukas,Male,13500,Rabun Used Car Sales,Audi,A6,Overhead Camshaft,Manual,Black,15001,85257-3102,SUV,8975544,Scottsdale
10055,10056,C_CND_010057,2020-12-19,Luke,Female,1705000,Race Car Help,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28501,78758-7841,Hatchback,6066570,Austin
10056,10057,C_CND_010058,2020-12-19,Rivky,Male,2330000,Rabun Used Car Sales,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,85257-3102,Hardtop,8079870,Austin
10057,10058,C_CND_010059,2020-12-19,Malik,Male,1310000,Saab-Belle Dodge,Ford,Mustang,Overhead Camshaft,Manual,Pale White,43001,60504-7114,Hatchback,8677793,Aurora
10058,10059,C_CND_010060,2020-12-19,Marc,Male,626000,Scrivener Performance Engineering,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,38701-8047,SUV,7427862,Greenville
10059,10060,C_CND_010061,2020-12-19,Roiza,Male,650000,Ryder Truck Rental and Leasing,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,06457-3834,Hardtop,8691150,Middletown
10060,10061,C_CND_010062,2020-12-19,Bryan,Male,1410000,Ryder Truck Rental and Leasing,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,06457-3834,Hardtop,6670671,Middletown
10061,10062,C_CND_010063,2020-12-19,Ethan,Male,13500,Tri-State Mack Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,85257-3102,Hardtop,8315997,Austin
10062,10063,C_CND_010064,2020-12-19,Martin,Male,1148000,U-Haul CO,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49801,78758-7841,Hatchback,8087997,Austin
10063,10064,C_CND_010065,2020-12-19,Mason,Female,13500,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,53546-9427,Hatchback,7045172,Janesville
10064,10065,C_CND_010066,2020-12-19,Mateo,Male,13500,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,85257-3102,Hatchback,8881663,Scottsdale
10065,10066,C_CND_010067,2020-12-19,Matteo,Male,1540000,Progressive Shippers Cooperative Association No,Acura,RL,Overhead Camshaft,Manual,Black,18001,53546-9427,SUV,8088187,Janesville
10066,10067,C_CND_010068,2020-12-19,Matthew,Male,1210000,Rabun Used Car Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,85257-3102,Passenger,8422402,Scottsdale
10067,10068,C_CND_010069,2020-12-19,Amanda,Male,13500,Rabun Used Car Sales,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,85257-3102,SUV,8783869,Scottsdale
10068,10069,C_CND_010070,2020-12-19,Amaya,Male,1141000,Race Car Help,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22100,78758-7841,Hatchback,6064488,Austin
10069,10070,C_CND_010071,2020-12-19,Amber,Male,13500,Ryder Truck Rental and Leasing,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,SUV,6907656,Middletown
10070,10071,C_CND_010072,2020-12-19,Clementine,Male,13500,Gartner Buick Hyundai Saab,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,38701-8047,Hardtop,7079266,Greenville
10071,10072,C_CND_010073,2020-12-19,Amy,Male,1700000,Scrivener Performance Engineering,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,38701-8047,Hatchback,6924467,Greenville
10072,10073,C_CND_010074,2020-12-19,Ana,Male,1290000,Star Enterprises Inc,BMW,528i,Overhead Camshaft,Manual,Black,21000,99301-3882,SUV,8632505,Pasco
10073,10074,C_CND_010075,2020-12-19,Analia,Male,750000,Suburban Ford,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hatchback,7142354,Janesville
10074,10075,C_CND_010076,2020-12-19,Anaya,Male,674000,Tri-State Mack Inc,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,85257-3102,Hatchback,7411545,Scottsdale
10075,10076,C_CND_010077,2020-12-19,Clement,Female,13500,Iceberg Rentals,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Hardtop,7877103,Janesville
10076,10077,C_CND_010078,2020-12-19,Angela,Male,1700000,Progressive Shippers Cooperative Association No,BMW,323i,Overhead Camshaft,Manual,Pale White,21000,53546-9427,Hatchback,8055039,Janesville
10077,10078,C_CND_010079,2020-12-19,Angelica,Female,435000,Rabun Used Car Sales,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Sedan,6605965,Scottsdale
10078,10079,C_CND_010080,2020-12-19,Angelina,Male,875000,Race Car Help,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,78758-7841,Passenger,6447645,Austin
10079,10080,C_CND_010081,2020-12-19,Adam,Male,1360000,New Castle Ford Lincoln Mercury,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,60504-7114,Hardtop,8436595,Aurora
10080,10081,C_CND_010082,2020-12-19,Angely,Male,1851000,Saab-Belle Dodge,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14101,60504-7114,SUV,6637605,Aurora
10081,10082,C_CND_010083,2020-12-19,Caden,Male,1420000,Scrivener Performance Engineering,Volvo,S70,Overhead Camshaft,Manual,Black,22001,38701-8047,SUV,7809680,Greenville
10082,10083,C_CND_010084,2020-12-19,Caleb,Female,13500,Star Enterprises Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9001,99301-3882,SUV,8105631,Pasco
10083,10084,C_CND_010085,2020-12-19,Calvin,Female,875000,Suburban Ford,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22001,53546-9427,Sedan,6531183,Janesville
10084,10085,C_CND_010086,2020-12-19,Cameron,Male,550000,Tri-State Mack Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29001,85257-3102,Hatchback,8415019,Scottsdale
10085,10086,C_CND_010087,2020-12-19,Carmine,Male,2595000,U-Haul CO,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12500,78758-7841,Hatchback,6613545,Austin
10086,10087,C_CND_010088,2020-12-19,Carter,Female,1060000,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,53546-9427,SUV,6668686,Janesville
10087,10088,C_CND_010089,2020-12-19,Chaim,Male,710000,Rabun Used Car Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,85257-3102,Passenger,6227661,Scottsdale
10088,10089,C_CND_010090,2020-12-19,Charles,Male,650000,Race Car Help,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,78758-7841,Hatchback,6517847,Austin
10089,10090,C_CND_010091,2020-12-19,Charlie,Female,662000,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25000,06457-3834,SUV,6155556,Middletown
10090,10091,C_CND_010092,2020-12-19,Chase,Male,13500,Saab-Belle Dodge,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37000,60504-7114,Passenger,8684461,Aurora
10091,10092,C_CND_010093,2020-12-19,Cheskel,Male,385000,Scrivener Performance Engineering,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,Passenger,7030204,Greenville
10092,10093,C_CND_010094,2020-12-19,Christian,Male,13500,Star Enterprises Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,99301-3882,Hatchback,7759080,Pasco
10093,10094,C_CND_010095,2020-12-19,Christopher,Male,740000,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Hatchback,6721408,Janesville
10094,10095,C_CND_010096,2020-12-19,Cole,Female,13500,Tri-State Mack Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43000,85257-3102,Sedan,8356114,Scottsdale
10095,10096,C_CND_010097,2020-12-19,Lilou,Male,1190000,Scrivener Performance Engineering,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,38701-8047,Hardtop,6608499,Greenville
10096,10097,C_CND_010098,2020-12-19,Manon,Male,1450000,C & M Motors Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,60504-7114,Hardtop,8537420,Aurora
10097,10098,C_CND_010099,2020-12-19,Timothy,Male,572500,Enterprise Rent A Car,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27500,60504-7114,SUV,8752023,Middletown
10098,10099,C_CND_010100,2020-12-19,Travis,Male,13500,Gartner Buick Hyundai Saab,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,38701-8047,Passenger,7023559,Aurora
10099,10100,C_CND_010101,2020-12-19,Tristan,Male,1325000,Hatfield Volkswagen,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,99301-3882,SUV,7450179,Greenville
10100,10101,C_CND_010102,2020-12-19,Tyler,Male,2220000,Iceberg Rentals,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Passenger,7220765,Pasco
10101,10102,C_CND_010103,2020-12-19,Martorie,Male,428000,Capitol KIA,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hardtop,7884465,Greenville
10102,10103,C_CND_010104,2020-12-19,Wyatt,Female,1520000,Motor Vehicle Branch Office,Toyota,Sienna,Overhead Camshaft,Manual,Pale White,19000,78758-7841,Passenger,7376290,Scottsdale
10103,10104,C_CND_010105,2020-12-19,Marie,Male,1271000,Classic Chevy,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24100,85257-3102,Hardtop,7292817,Scottsdale
10104,10105,C_CND_010106,2020-12-19,Zachary,Female,13500,New Castle Ford Lincoln Mercury,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,6958589,Janesville
10105,10106,C_CND_010107,2020-12-19,Zahir,Male,2350000,Pars Auto Sales,Ford,Expedition,Overhead Camshaft,Manual,Pale White,22000,38701-8047,SUV,7739890,Scottsdale
10106,10107,C_CND_010108,2020-12-19,Zaiden,Male,905000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Passenger,6468996,Austin
10107,10108,C_CND_010109,2020-12-19,Zaire,Male,3778000,Progressive Shippers Cooperative Association No,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25800,53546-9427,Hatchback,7076802,Middletown
10108,10109,C_CND_010110,2020-12-19,Zamir,Male,2030000,Rabun Used Car Sales,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,85257-3102,Passenger,7393446,Aurora
10109,10110,C_CND_010111,2020-12-20,Alex,Male,1915000,New Castle Ford Lincoln Mercury,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11500,60504-7114,Sedan,7127130,Aurora
10110,10111,C_CND_010112,2020-12-20,Alexander,Female,1840000,Pars Auto Sales,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Sedan,7717732,Greenville
10111,10112,C_CND_010113,2020-12-20,Ali,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,Passenger,8404117,Pasco
10112,10113,C_CND_010114,2020-12-20,Allen,Female,755000,Progressive Shippers Cooperative Association No,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,53546-9427,SUV,8931274,Janesville
10113,10114,C_CND_010115,2020-12-20,Alvin,Male,1650000,Rabun Used Car Sales,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hatchback,6575161,Austin
10114,10115,C_CND_010116,2020-12-20,Andrew,Female,1460000,Race Car Help,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,78758-7841,Hatchback,6167327,Austin
10115,10116,C_CND_010117,2020-12-20,Andy,Female,1760000,Ryder Truck Rental and Leasing,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,06457-3834,Sedan,8854772,Middletown
10116,10117,C_CND_010118,2020-12-20,Anson,Female,1600000,Saab-Belle Dodge,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Sedan,7969484,Aurora
10117,10118,C_CND_010119,2020-12-20,Anthony,Male,1530000,Scrivener Performance Engineering,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,38701-8047,Hatchback,7520843,Greenville
10118,10119,C_CND_010120,2020-12-20,Arjun,Male,805000,Star Enterprises Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,8725890,Pasco
10119,10120,C_CND_010121,2020-12-20,Armaan,Male,13500,Suburban Ford,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Passenger,7145706,Janesville
10120,10121,C_CND_010122,2020-12-20,Max,Male,935000,Race Car Help,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,25001,78758-7841,SUV,6651165,Austin
10121,10122,C_CND_010123,2020-12-20,Maxim,Male,510000,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Pale White,26001,06457-3834,SUV,8970029,Middletown
10122,10123,C_CND_010124,2020-12-20,Maximilian,Male,861000,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,60504-7114,SUV,8709498,Aurora
10123,10124,C_CND_010125,2020-12-20,Maximus,Male,732000,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,38701-8047,Sedan,7870710,Greenville
10124,10125,C_CND_010126,2020-12-20,Maxwell,Male,13500,Star Enterprises Inc,Saturn,SW,Overhead Camshaft,Manual,Black,36001,99301-3882,Passenger,6328380,Pasco
10125,10126,C_CND_010127,2020-12-20,Mayer,Female,360000,Suburban Ford,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82001,53546-9427,Passenger,7199292,Janesville
10126,10127,C_CND_010128,2020-12-20,Meir,Male,755000,Tri-State Mack Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,85257-3102,Sedan,6447061,Scottsdale
10127,10128,C_CND_010129,2020-12-20,Evan,Male,432000,U-Haul CO,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Hardtop,6128497,Austin
10128,10129,C_CND_010130,2020-12-20,Mendel,Male,325000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,06457-3834,Sedan,6923099,Middletown
10129,10130,C_CND_010131,2020-12-20,Mendy,Male,13500,C & M Motors Inc,Audi,A6,Overhead Camshaft,Manual,Black,25001,60504-7114,SUV,6305831,Aurora
10130,10131,C_CND_010132,2020-12-20,Meyer,Male,1200000,Capitol KIA,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,38701-8047,Sedan,8361742,Greenville
10131,10132,C_CND_010133,2020-12-20,Angie,Male,13500,Scrivener Performance Engineering,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,38701-8047,Passenger,8710877,Greenville
10132,10133,C_CND_010134,2020-12-20,Aniyah,Male,1222500,Star Enterprises Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22251,99301-3882,Hatchback,6799033,Pasco
10133,10134,C_CND_010135,2020-12-20,Anna,Male,330000,Suburban Ford,Volvo,C70,Overhead Camshaft,Manual,Pale White,24001,53546-9427,Hatchback,6491301,Janesville
10134,10135,C_CND_010136,2020-12-20,Annabelle,Male,1232000,Tri-State Mack Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43201,85257-3102,Sedan,8584886,Scottsdale
10135,10136,C_CND_010137,2020-12-20,April,Male,899000,U-Haul CO,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,78758-7841,SUV,8103677,Austin
10136,10137,C_CND_010138,2020-12-20,Arely,Male,2300000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,6590054,Middletown
10137,10138,C_CND_010139,2020-12-20,Ariana,Male,937500,C & M Motors Inc,Toyota,4Runner,Overhead Camshaft,Manual,Black,25500,60504-7114,Sedan,6452686,Aurora
10138,10139,C_CND_010140,2020-12-20,Arianna,Male,1710000,Capitol KIA,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,38701-8047,SUV,7325321,Greenville
10139,10140,C_CND_010141,2020-12-20,Arianny,Male,13500,Chrysler of Tri-Cities,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,99301-3882,Sedan,8640660,Pasco
10140,10141,C_CND_010142,2020-12-20,Ariel,Male,1600000,Chrysler Plymouth,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,SUV,8039517,Janesville
10141,10142,C_CND_010143,2020-12-20,Ariella,Male,1300000,Classic Chevy,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,7045975,Scottsdale
10142,10143,C_CND_010144,2020-12-20,Colin,Female,431000,U-Haul CO,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,78758-7841,Hatchback,6655667,Austin
10143,10144,C_CND_010145,2020-12-20,Connor,Male,13500,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,8954407,Middletown
10144,10145,C_CND_010146,2020-12-20,Conor,Male,500000,C & M Motors Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,60504-7114,Hatchback,6954781,Aurora
10145,10146,C_CND_010147,2020-12-20,Cooper,Male,365000,Capitol KIA,Honda,Passport,Overhead Camshaft,Manual,Black,22000,38701-8047,SUV,7724198,Greenville
10146,10147,C_CND_010148,2020-12-20,Daniel,Female,400000,Chrysler of Tri-Cities,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,99301-3882,SUV,6514325,Pasco
